"dia","tipo_viatge","adr","is_canceled"
2015-10-04,"Weekend",56.4,0
2015-10-04,"Weekend",76,0
2015-10-05,"Weekend",56,0
2015-10-04,"Weekend",47,0
2015-10-04,"Weekend",76,0
2015-10-05,"Weekend",67,0
2015-10-06,"Work",67,0
2015-09-23,"Leisure",98.74,0
2015-09-23,"Leisure",54,0
2015-10-06,"Work",55,0
2015-10-06,"Work",55,0
2015-10-05,"Leisure",44.5,0
2015-10-07,"Leisure",67,0
2015-09-27,"Leisure",86.16,0
2015-10-02,"Leisure",41.4,0
2015-10-03,"Leisure",38.07,0
2015-09-28,"Leisure",52,0
2015-10-01,"Leisure",80,0
2015-10-01,"Leisure",61.65,0
2015-10-01,"Leisure",63.08,0
2015-10-01,"Leisure",56,0
2015-10-01,"Leisure",39.68,0
2015-09-28,"Leisure",72.1,0
2015-09-28,"Leisure",111.8,0
2015-10-01,"Leisure",31.5,0
2015-10-06,"Work",43,0
2015-09-28,"Leisure",39.95,0
2015-09-29,"Leisure",71.26,0
2015-09-27,"Leisure",85.14,0
2015-10-07,"Work",81,0
2016-11-20,"Weekend",52.8,0
2015-09-27,"Leisure",55.64,0
2015-10-06,"Work",56,0
2015-10-05,"Leisure",65,0
2015-10-04,"Leisure",65.4,0
2015-10-04,"Leisure",48.6,0
2015-10-01,"Leisure",73.43,0
2015-10-06,"Work",93,0
2015-10-01,"Leisure",50.03,0
2015-10-02,"Leisure",44.5,0
2015-10-02,"Leisure",43.2,0
2015-09-28,"Leisure",61.7,0
2015-09-29,"Leisure",42.5,0
2015-10-04,"Leisure",52.4,0
2015-10-07,"Work",47,0
2015-09-29,"Leisure",68,0
2015-09-30,"Leisure",145.02,0
2015-09-29,"Leisure",79.8,0
2015-10-08,"Work",41.4,0
2015-10-02,"Leisure",36.13,0
2015-10-08,"Work",41.4,0
2015-10-05,"Leisure",109,0
2015-10-05,"Leisure",109,0
2015-10-08,"Work",41.4,0
2015-10-05,"Leisure",109,0
2015-10-07,"Work",0,0
2015-10-05,"Leisure",109,0
2015-10-05,"Leisure",76,0
2015-10-05,"Leisure",42.28,0
2015-10-04,"Leisure",50.4,0
2015-10-06,"Work",76,0
2015-10-05,"Leisure",46.5,0
2015-10-05,"Leisure",62,0
2015-10-05,"Leisure",109,0
2015-09-29,"Leisure",40.7,0
2015-10-04,"Leisure",50.4,0
2015-10-02,"Leisure",45.9,0
2015-10-05,"Leisure",47,0
2015-09-29,"Leisure",59.89,0
2015-10-05,"Leisure",6,0
2015-10-03,"Leisure",54.4,0
2015-10-03,"Leisure",47.33,0
2015-10-07,"Work",67,0
2015-10-07,"Work",70.5,0
2015-10-09,"Work",67,0
2015-10-03,"Leisure",116.71,0
2015-10-03,"Leisure",67.14,0
2015-10-05,"Leisure",52.8,0
2015-10-05,"Leisure",59.6,0
2015-10-09,"Work",48,0
2015-10-29,"Work",48,0
2015-11-18,"Work",38,0
2016-01-12,"Work",38,0
2016-04-20,"Work",58.5,0
2017-03-09,"Work",35,0
2015-10-07,"Work",80,0
2015-10-08,"Work",37.8,0
2015-10-06,"Work",80,0
2015-10-10,"Work",45,0
2015-10-08,"Work",45,0
2015-10-02,"Leisure",47.46,0
2015-10-09,"Work",50,0
2015-10-10,"Work",73,0
2015-10-10,"Work",48,0
2015-10-10,"Work",86,0
2015-10-09,"Work",48,0
2015-10-29,"Work",48,0
2015-10-05,"Leisure",74.82,0
2015-10-04,"Leisure",50.03,0
2015-10-10,"Work",67,0
2015-10-08,"Work",80,0
2015-10-10,"Work",37.8,0
2015-10-08,"Work",45,0
2015-10-08,"Work",50,0
2015-10-08,"Work",56,0
2015-10-08,"Work",67.5,0
2015-10-10,"Leisure",64,0
2015-10-10,"Leisure",74,0
2015-10-02,"Leisure",71.3,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",64,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",74,0
2015-10-10,"Leisure",0,0
2015-10-11,"Weekend",76,0
2015-10-11,"Weekend",50.4,0
2015-10-07,"Leisure",72,0
2015-10-11,"Weekend",83.16,0
2015-10-06,"Leisure",52.5,0
2015-10-11,"Weekend",66,0
2015-10-10,"Leisure",66.3,0
2015-10-07,"Leisure",64.8,0
2015-10-10,"Leisure",61.5,0
2015-10-08,"Leisure",80.25,0
2015-10-10,"Leisure",61.5,0
2015-10-12,"Leisure",75.86,1
2015-10-06,"Leisure",121.17,0
2015-10-11,"Weekend",62,0
2015-10-08,"Leisure",53,0
2015-10-10,"Leisure",61.5,0
2015-10-11,"Weekend",50.4,0
2015-10-11,"Weekend",50.4,0
2015-10-11,"Weekend",106,0
2015-10-12,"Weekend",106,0
2015-10-11,"Weekend",106,0
2015-10-15,"Leisure",44.5,1
2015-10-12,"Work",0,0
2015-10-06,"Leisure",77.29,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",50.16,0
2015-10-06,"Leisure",43.3,0
2015-10-06,"Leisure",43.41,0
2015-10-06,"Leisure",68.74,0
2015-10-12,"Weekend",47,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",68.74,0
2015-10-06,"Leisure",50.16,0
2015-10-12,"Weekend",37,0
2017-05-24,"Work",45,0
2015-10-06,"Leisure",52.8,0
2015-09-29,"Leisure",80.54,0
2015-10-12,"Weekend",37,0
2017-05-24,"Work",45,0
2015-10-12,"Weekend",40,0
2015-10-12,"Weekend",37,0
2015-10-12,"Weekend",40,0
2016-05-16,"Weekend",70,0
2016-10-27,"Work",39,0
2017-05-24,"Work",45,0
2015-10-12,"Weekend",40,0
2015-10-12,"Weekend",37,0
2015-10-12,"Weekend",40,0
2015-10-07,"Leisure",45,0
2015-10-12,"Weekend",48,0
2015-12-10,"Work",35,0
2016-05-04,"Work",42,0
2016-09-27,"Work",59,0
2017-01-10,"Work",35,0
2017-01-26,"Work",35,1
2017-02-06,"Weekend",35,0
2015-10-12,"Weekend",37,0
2017-05-24,"Work",45,0
2015-10-12,"Leisure",40,0
2015-10-12,"Weekend",37,0
2017-05-24,"Work",45,0
2015-10-12,"Weekend",37,0
2015-10-03,"Leisure",77.84,0
2015-10-12,"Weekend",76,0
2015-10-10,"Leisure",45.6,0
2015-10-06,"Leisure",76,0
2015-10-12,"Weekend",76,0
2015-10-01,"Leisure",78.5,0
2015-10-06,"Leisure",67.31,0
2015-10-06,"Leisure",43.3,0
2016-05-16,"Leisure",52.2,0
2015-10-02,"Leisure",115,0
2015-10-12,"Weekend",54,0
2016-02-01,"Leisure",46,0
2015-10-12,"Weekend",42.3,0
2016-01-20,"Work",39,0
2015-10-12,"Weekend",54,0
2015-10-13,"Work",0,0
2015-10-14,"Work",0,0
2015-10-15,"Work",0,0
2015-10-11,"Leisure",52.8,0
2015-10-13,"Work",53,0
2016-04-20,"Work",42,0
2015-10-13,"Work",46,0
2015-10-13,"Work",62,0
2015-10-14,"Work",56,0
2015-10-13,"Work",74.4,0
2015-10-13,"Work",42.3,0
2016-11-24,"Work",41,0
2015-10-13,"Work",56,0
2015-10-07,"Leisure",55.46,0
2015-10-13,"Work",82,0
2015-10-12,"Leisure",56,0
2015-10-12,"Leisure",108,0
2015-10-13,"Work",66,0
2015-10-14,"Leisure",44.5,0
2015-10-13,"Work",66,0
2015-10-11,"Leisure",106,0
2015-10-13,"Work",66,0
2015-10-11,"Leisure",38.12,0
2015-10-08,"Leisure",36.12,0
2015-10-05,"Leisure",56.4,0
2015-10-13,"Work",40,0
2015-10-13,"Work",56.4,0
2015-10-14,"Work",66,0
2015-10-15,"Leisure",44.5,0
2015-10-13,"Work",56,0
2015-10-15,"Work",44.5,0
2015-10-18,"Weekend",56,0
2015-10-14,"Work",47,0
2015-10-15,"Work",37,0
2015-10-12,"Leisure",72,0
2015-10-10,"Leisure",74.2,0
2015-10-14,"Work",37,0
2015-10-12,"Leisure",72,0
2015-10-11,"Leisure",50.4,0
2015-10-12,"Leisure",76.67,0
2015-10-14,"Work",44.5,0
2015-10-14,"Work",44.5,0
2015-10-15,"Work",0,0
2015-10-15,"Work",0,0
2015-10-11,"Leisure",43.12,0
2015-10-01,"Leisure",50.03,0
2015-10-13,"Work",76,0
2015-10-12,"Leisure",62,0
2015-10-15,"Leisure",46.5,0
2015-10-11,"Leisure",61.4,0
2015-10-14,"Work",54,0
2015-11-23,"Weekend",13,0
2015-10-14,"Work",54,0
2015-10-11,"Leisure",62.8,0
2015-10-11,"Leisure",62.8,0
2015-10-12,"Leisure",109,0
2015-10-12,"Leisure",109,0
2015-10-12,"Leisure",109,0
2015-10-13,"Work",58.8,0
2015-10-12,"Leisure",109,0
2015-10-12,"Leisure",109,0
2015-10-12,"Leisure",76,0
2015-10-15,"Work",37,0
2015-10-12,"Leisure",60.4,0
2015-10-09,"Leisure",108.75,0
2015-10-15,"Work",83,0
2015-10-11,"Leisure",62.04,0
2015-10-15,"Work",62.5,0
2015-10-15,"Work",44.5,0
2015-10-18,"Weekend",36,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",37,0
2015-10-15,"Work",44.5,0
2015-10-18,"Weekend",76,0
2015-10-08,"Leisure",70.6,0
2015-10-15,"Work",37,0
2015-10-18,"Weekend",58,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",50.5,0
2015-10-15,"Work",46.5,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",44.5,0
2015-10-10,"Leisure",42,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",37,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",83.62,0
2015-10-16,"Work",92.4,0
2015-10-17,"Work",96,0
2015-10-15,"Work",44.5,0
2015-10-04,"Leisure",47.33,0
2015-10-15,"Work",44.5,0
2015-10-18,"Leisure",65,0
2015-10-15,"Work",44.5,0
2015-10-18,"Leisure",65,0
2015-10-15,"Work",37,0
2015-10-18,"Weekend",56,0
2015-10-15,"Work",44.5,0
2015-10-18,"Weekend",76,0
2015-10-15,"Work",44.5,0
2015-10-18,"Weekend",56,0
2015-10-15,"Work",44.5,0
2015-10-15,"Work",44.5,0
2015-10-18,"Leisure",56,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",49,0
2015-10-15,"Leisure",52.5,0
2015-10-15,"Leisure",50.5,0
2015-10-15,"Leisure",46.5,0
2015-10-14,"Leisure",46.5,0
2015-10-15,"Leisure",46.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",52.5,0
2015-10-15,"Leisure",37,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-12,"Leisure",69.02,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-14,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-18,"Weekend",67,0
2015-10-15,"Leisure",40.75,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",46.5,0
2015-10-15,"Leisure",62.5,0
2015-10-15,"Leisure",46.5,0
2015-10-15,"Leisure",62.5,0
2015-10-15,"Leisure",44.5,0
2015-10-12,"Leisure",41.98,0
2015-10-15,"Leisure",37,0
2015-10-15,"Leisure",39,0
2015-10-15,"Leisure",52.5,0
2015-10-15,"Leisure",46.5,0
2015-10-15,"Leisure",46.5,0
2015-10-15,"Leisure",50.5,0
2015-10-15,"Leisure",37,0
2015-10-12,"Leisure",70.16,0
2015-10-12,"Leisure",41.98,0
2015-10-15,"Leisure",62.5,0
2015-10-12,"Leisure",68.74,0
2015-10-12,"Leisure",77.29,0
2015-10-12,"Leisure",43.41,0
2015-10-12,"Leisure",41.98,0
2015-10-12,"Leisure",43.41,0
2015-10-12,"Leisure",43.41,0
2015-10-12,"Leisure",41.98,0
2015-10-12,"Leisure",77.57,0
2015-10-15,"Leisure",37,0
2015-10-12,"Leisure",67.31,0
2015-10-18,"Weekend",58,0
2015-10-17,"Leisure",87.5,0
2015-10-15,"Leisure",62.5,0
2015-10-15,"Leisure",44.5,0
2015-10-17,"Leisure",73,0
2016-07-16,"Leisure",142,0
2015-10-12,"Leisure",67.31,0
2015-10-12,"Leisure",41.98,0
2015-10-12,"Leisure",41.98,0
2015-10-12,"Leisure",41.98,0
2015-10-12,"Leisure",67.31,0
2015-10-12,"Leisure",67.31,0
2015-10-12,"Leisure",68.74,0
2015-10-12,"Leisure",43.41,0
2015-10-12,"Leisure",69.02,0
2015-10-12,"Leisure",41.98,0
2015-10-12,"Leisure",67.31,0
2015-10-15,"Leisure",37,0
2015-10-15,"Leisure",62.5,0
2015-10-24,"Work",48,1
2015-10-15,"Leisure",43,0
2015-10-17,"Leisure",70.5,0
2016-12-08,"Work",62.2,0
2015-10-14,"Leisure",48.2,0
2015-10-14,"Leisure",57.6,0
2015-10-18,"Weekend",76,0
2015-10-13,"Leisure",73.33,0
2015-10-15,"Leisure",44.5,0
2015-10-13,"Leisure",43.08,0
2016-03-30,"Leisure",0,0
2017-03-02,"Leisure",47,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",52,0
2015-10-15,"Leisure",56,0
2015-10-13,"Leisure",57.6,0
2015-10-13,"Leisure",57.6,0
2015-10-15,"Leisure",44.5,0
2015-10-14,"Leisure",8,0
2015-10-14,"Leisure",46.17,0
2015-10-19,"Weekend",47,0
2015-10-14,"Leisure",44.5,0
2015-10-15,"Leisure",50.5,0
2015-10-14,"Leisure",9.67,0
2015-10-14,"Leisure",44.5,0
2015-10-19,"Weekend",53,0
2015-10-06,"Leisure",45.9,0
2015-10-21,"Work",0,0
2016-02-01,"Weekend",39,1
2016-04-04,"Weekend",50,0
2017-03-21,"Work",60,0
2015-10-21,"Work",0,0
2016-02-01,"Weekend",39,1
2016-02-17,"Work",30,0
2016-04-04,"Weekend",50,0
2015-10-13,"Leisure",39.1,0
2015-10-13,"Leisure",71.23,0
2015-10-14,"Leisure",74.91,0
2015-10-14,"Leisure",56,0
2015-10-14,"Leisure",57.43,0
2015-10-14,"Leisure",70.2,0
2015-10-14,"Leisure",0,0
2015-10-14,"Leisure",44.5,0
2015-10-14,"Leisure",41.29,0
2015-10-14,"Leisure",45.93,0
2015-10-13,"Leisure",76.13,0
2015-10-19,"Leisure",37,0
2015-10-13,"Leisure",44.5,0
2015-10-19,"Leisure",37,0
2015-10-20,"Work",56,0
2015-10-20,"Work",56,0
2015-10-07,"Leisure",80.23,0
2015-10-20,"Work",56,0
2015-10-19,"Leisure",42.3,0
2015-10-14,"Leisure",44.5,0
2015-10-20,"Work",56.4,0
2015-10-14,"Leisure",116.71,0
2015-10-18,"Leisure",99,0
2015-10-15,"Leisure",44.5,0
2015-10-15,"Leisure",44.5,0
2015-10-18,"Leisure",66,0
2015-10-20,"Work",48,0
2015-12-01,"Work",38,0
2016-02-04,"Work",30,0
2016-03-16,"Work",30,0
2016-04-06,"Work",42,0
2016-05-10,"Work",42,0
2016-09-28,"Work",65,0
2016-10-19,"Work",45,0
2016-11-23,"Work",30,0
2017-01-31,"Work",35,0
2017-02-27,"Leisure",35,1
2017-05-30,"Work",75,0
2015-10-21,"Work",48,0
2016-05-11,"Work",42,0
2017-03-07,"Work",35,0
2017-03-23,"Work",35,0
2017-05-09,"Work",45,0
2015-10-20,"Work",47,0
2015-10-21,"Work",66,0
2015-10-19,"Leisure",56,0
2015-10-15,"Leisure",74.57,0
2015-10-21,"Work",58,0
2015-10-21,"Work",86,0
2015-10-19,"Leisure",40,0
2017-01-31,"Work",35,0
2017-02-07,"Work",35,0
2015-10-21,"Work",48,0
2015-11-09,"Leisure",54,0
2016-01-26,"Work",45,0
2016-06-12,"Leisure",187.6,0
2015-10-15,"Leisure",44.5,0
2015-10-20,"Work",44.5,0
2015-10-21,"Work",56,0
2015-10-19,"Leisure",67.5,0
2015-10-12,"Leisure",57.6,0
2015-10-15,"Leisure",56.95,0
2015-10-12,"Leisure",59.2,0
2015-10-20,"Work",106,0
2015-10-15,"Leisure",44.5,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",60,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",60,0
2015-10-21,"Work",60,0
2015-10-21,"Work",60,0
2015-10-21,"Work",60,0
2015-10-21,"Work",60,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",0,0
2015-10-21,"Work",60,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-21,"Work",70,0
2015-10-18,"Leisure",73.08,0
2015-10-20,"Work",112,0
2015-10-18,"Leisure",77.4,0
2015-10-19,"Leisure",43,0
2015-10-21,"Work",106,0
2015-10-19,"Leisure",46,0
2015-10-18,"Leisure",38.04,0
2015-10-16,"Leisure",58.93,0
2015-10-15,"Leisure",44.5,0
2015-10-18,"Leisure",75.08,0
2015-10-17,"Leisure",71.39,0
2015-10-18,"Leisure",40.8,0
2015-10-18,"Leisure",37,0
2015-10-18,"Leisure",35,0
2015-10-18,"Leisure",35,0
2015-10-19,"Leisure",0,0
2015-10-19,"Leisure",76.8,0
2015-10-19,"Leisure",76.8,0
2015-10-19,"Leisure",0,0
2015-10-23,"Work",83,0
2015-10-20,"Work",56,0
2015-10-20,"Work",42.3,0
2015-10-23,"Work",56,0
2015-10-19,"Leisure",67,0
2015-10-18,"Leisure",35.6,0
2015-10-24,"Work",58,0
2015-10-24,"Work",67,0
2015-10-24,"Work",58,0
2015-10-18,"Leisure",50.03,0
2015-10-24,"Work",58,0
2015-10-24,"Work",58,0
2015-10-18,"Leisure",35,0
2015-10-18,"Leisure",43.93,0
2015-10-24,"Work",58,0
2015-10-24,"Work",58,0
2015-10-24,"Work",58,0
2015-10-18,"Leisure",46.5,0
2015-10-21,"Work",76.84,0
2015-10-23,"Work",0,0
2015-10-18,"Leisure",44.18,0
2015-10-23,"Work",56,0
2015-10-21,"Work",70.5,0
2015-10-23,"Work",107,0
2017-03-10,"Work",77,0
2015-10-19,"Leisure",66,0
2015-10-23,"Work",62,0
2015-10-19,"Leisure",96.21,0
2015-10-19,"Leisure",70.5,0
2015-10-23,"Leisure",47,0
2015-10-23,"Leisure",47,0
2015-10-23,"Leisure",47,0
2015-10-22,"Leisure",55,0
2015-10-22,"Leisure",47,0
2015-10-22,"Leisure",47,0
2015-10-19,"Leisure",64.88,0
2015-10-24,"Leisure",64,0
2015-10-22,"Leisure",62,0
2015-10-19,"Leisure",76.43,0
2015-10-19,"Leisure",63.14,0
2015-10-19,"Leisure",48.43,0
2015-10-19,"Leisure",47,0
2015-10-19,"Leisure",48.43,0
2015-10-25,"Weekend",48,0
2015-10-19,"Leisure",36,0
2015-10-19,"Leisure",47,0
2015-10-19,"Leisure",47,0
2015-10-20,"Leisure",36,0
2015-10-21,"Leisure",66.67,0
2015-10-20,"Leisure",41.33,0
2015-10-26,"Weekend",31.2,0
2015-11-30,"Weekend",25,0
2016-01-07,"Work",25,0
2016-04-06,"Work",40.32,0
2016-05-30,"Weekend",62,0
2016-11-21,"Leisure",30,0
2015-10-26,"Weekend",35.1,0
2015-11-26,"Work",38,0
2015-12-03,"Work",38,0
2016-01-26,"Work",39,0
2016-03-18,"Work",45,0
2016-03-23,"Work",58,0
2016-06-13,"Weekend",111,0
2016-07-12,"Work",143,0
2016-10-28,"Work",54.9,0
2015-10-26,"Weekend",48,0
2015-10-26,"Weekend",39,0
2015-10-20,"Leisure",57.6,0
2015-10-26,"Weekend",35.1,0
2015-10-26,"Weekend",45,0
2015-10-27,"Work",0,0
2015-10-21,"Leisure",86,0
2015-10-20,"Leisure",42.5,0
2015-10-18,"Leisure",45,0
2015-10-27,"Work",31.2,0
2017-01-11,"Work",39,0
2015-10-26,"Leisure",77.4,0
2015-10-26,"Leisure",37,0
2015-10-26,"Leisure",37,0
2017-02-21,"Work",35,0
2015-10-27,"Work",39,0
2015-11-26,"Work",38,0
2015-12-21,"Weekend",46,0
2016-01-20,"Work",39,0
2016-02-04,"Work",39,0
2016-03-03,"Work",40,0
2016-04-06,"Work",50,0
2015-10-26,"Leisure",37,0
2016-01-18,"Leisure",27,0
2017-02-21,"Work",42,0
2015-10-24,"Leisure",38.04,0
2015-10-18,"Leisure",66,0
2015-10-26,"Leisure",40,0
2015-11-01,"Weekend",25,1
2016-04-06,"Work",39,0
2015-10-26,"Leisure",65.6,0
2015-10-27,"Work",39,0
2015-10-27,"Work",48,0
2016-04-26,"Work",42,0
2015-10-22,"Leisure",36.86,0
2015-10-22,"Leisure",42.5,0
2015-10-22,"Leisure",73.43,0
2015-10-26,"Leisure",48,0
2015-11-09,"Leisure",35,0
2015-12-22,"Work",35,0
2016-09-13,"Work",65,0
2016-11-02,"Work",27,0
2017-03-14,"Work",35,0
2015-10-22,"Leisure",76.93,0
2015-10-28,"Work",39,0
2016-02-03,"Work",39,1
2016-03-01,"Work",40,0
2015-10-22,"Leisure",43.93,0
2015-10-18,"Leisure",44.14,0
2015-10-28,"Work",48,0
2015-10-24,"Leisure",78.2,0
2015-10-27,"Work",37.6,0
2015-10-22,"Leisure",54,0
2015-10-22,"Leisure",43.93,0
2015-11-20,"Leisure",69,1
2015-11-20,"Leisure",69,1
2015-10-26,"Leisure",48,0
2015-11-23,"Leisure",35,0
2015-12-09,"Work",35,0
2015-12-21,"Leisure",35,0
2016-01-18,"Weekend",30,0
2016-05-23,"Leisure",42,0
2015-10-29,"Work",48,0
2015-11-04,"Work",35,0
2015-11-11,"Work",35,1
2015-11-12,"Work",35,0
2015-11-25,"Work",35,0
2015-11-30,"Weekend",35,0
2015-12-16,"Work",35,0
2015-12-28,"Weekend",35,0
2016-01-21,"Work",30,0
2016-02-03,"Work",30,0
2016-02-10,"Work",30,0
2016-02-23,"Work",30,0
2016-03-15,"Work",30,0
2016-03-22,"Work",30,0
2016-04-07,"Work",42,0
2016-04-13,"Work",42,0
2016-04-22,"Work",0,0
2016-05-04,"Work",42,0
2016-05-31,"Work",57,0
2016-06-29,"Work",57,0
2016-08-03,"Work",126,0
2016-10-26,"Work",42,0
2016-11-24,"Work",30,0
2016-12-28,"Work",30,0
2017-01-11,"Work",35,0
2017-01-31,"Work",35,0
2017-04-11,"Work",45,0
2017-06-01,"Work",75,0
2015-10-29,"Work",48,0
2015-10-27,"Work",31.2,0
2015-10-29,"Work",46,0
2015-10-28,"Work",58.8,0
2015-10-29,"Work",48,0
2016-03-02,"Work",40,0
2015-10-29,"Work",35.1,0
2015-10-26,"Leisure",48,0
2015-10-27,"Work",38.4,0
2015-10-25,"Leisure",45,0
2015-10-25,"Leisure",56.48,0
2015-10-29,"Work",46.5,0
2015-10-29,"Work",40.5,0
2015-10-30,"Work",48,0
2015-10-30,"Work",48,0
2015-10-30,"Work",43.2,0
2015-10-24,"Leisure",96.43,0
2015-10-24,"Leisure",76.12,0
2015-10-25,"Leisure",50.03,0
2015-10-30,"Work",37.73,0
2015-10-25,"Leisure",37.67,0
2015-10-24,"Leisure",130.07,0
2015-10-24,"Leisure",87.64,0
2015-10-30,"Work",82,0
2015-10-30,"Work",76,0
2015-10-28,"Work",42,0
2015-10-28,"Work",48,0
2015-10-31,"Leisure",36,1
2016-10-29,"Leisure",42,0
2015-10-18,"Leisure",62.5,0
2015-10-27,"Work",50.8,0
2015-10-25,"Leisure",42.5,0
2015-10-25,"Leisure",42.5,0
2015-10-25,"Leisure",43.93,0
2015-10-18,"Leisure",81.79,0
2015-10-31,"Work",0,0
2015-10-31,"Work",0,0
2015-10-29,"Work",36,0
2015-10-29,"Work",42,0
2015-10-31,"Work",36,0
2015-10-30,"Work",36,0
2015-10-31,"Work",42,0
2016-10-29,"Work",38,0
2015-10-31,"Work",36,0
2015-10-29,"Work",36,0
2015-10-31,"Work",36,0
2015-10-30,"Work",88,0
2015-10-29,"Work",36,0
2015-10-30,"Work",42,0
2015-10-31,"Work",42,0
2015-10-25,"Leisure",61.73,0
2015-10-25,"Leisure",39.68,0
2015-10-31,"Work",49,0
2016-02-14,"Weekend",55,0
2015-11-01,"Weekend",25,1
2016-11-14,"Leisure",27,0
2015-10-29,"Leisure",72.75,0
2016-09-25,"Leisure",110,0
2015-10-30,"Leisure",56,0
2015-11-01,"Weekend",50.1,0
2015-10-31,"Leisure",72,0
2015-11-01,"Weekend",81.9,0
2015-10-30,"Leisure",36,0
2015-11-01,"Weekend",58,0
2015-10-27,"Leisure",39.99,0
2015-10-27,"Leisure",146,0
2015-11-02,"Weekend",41,0
2015-10-30,"Leisure",47.74,0
2015-11-01,"Weekend",48,0
2015-11-01,"Leisure",58,0
2015-11-01,"Leisure",58,0
2015-11-03,"Work",46,0
2015-11-02,"Leisure",25,0
2015-11-02,"Leisure",40,0
2016-01-18,"Leisure",39,0
2015-11-02,"Leisure",51,0
2015-11-03,"Work",36,0
2015-11-03,"Work",40,0
2015-11-03,"Work",35.1,0
2016-01-05,"Work",39,0
2016-02-10,"Work",30,0
2016-03-04,"Work",35,0
2016-03-08,"Work",30,0
2016-05-03,"Work",42,0
2015-10-31,"Leisure",42.28,0
2015-11-04,"Work",40,0
2015-11-04,"Work",40,0
2015-11-04,"Work",40,0
2015-11-04,"Work",25,0
2016-02-11,"Work",25,0
2016-10-26,"Work",56,0
2015-11-03,"Work",35.1,0
2015-11-04,"Work",35,0
2017-01-31,"Work",35,0
2015-11-04,"Work",36,0
2015-11-02,"Leisure",48,0
2017-04-17,"Leisure",117,0
2015-11-03,"Work",48,0
2015-11-01,"Leisure",70.2,0
2015-11-03,"Work",36,0
2017-01-31,"Work",40,0
2015-11-05,"Work",63,0
2015-11-01,"Leisure",46,0
2015-11-05,"Work",48,0
2015-11-05,"Work",35,0
2015-11-03,"Work",65.7,0
2015-11-03,"Work",78,0
2015-11-03,"Work",0,0
2015-11-01,"Leisure",33.3,0
2015-11-06,"Work",44.1,0
2015-10-29,"Leisure",42.6,0
2015-11-06,"Work",56,0
2015-11-07,"Leisure",85.25,0
2015-11-02,"Leisure",43.2,0
2015-11-01,"Leisure",42,0
2015-11-01,"Leisure",84,0
2015-10-31,"Leisure",67.71,0
2015-11-06,"Work",49,0
2015-11-04,"Work",48,0
2016-11-02,"Work",55.08,0
2015-11-05,"Work",48,0
2015-11-02,"Leisure",49.2,0
2015-11-01,"Leisure",58.13,0
2015-11-07,"Work",64,0
2015-11-06,"Work",83.5,0
2015-11-01,"Leisure",31.63,0
2015-11-05,"Work",70,0
2015-11-06,"Work",68.7,0
2015-11-07,"Work",49.5,0
2016-11-19,"Work",56.83,0
2015-11-07,"Work",58,0
2016-12-03,"Work",100,0
2015-11-02,"Leisure",86.4,0
2015-11-01,"Leisure",29.06,0
2015-11-06,"Work",68.5,0
2015-11-01,"Leisure",26.23,0
2015-11-07,"Work",36,0
2015-11-02,"Leisure",25.92,0
2015-11-07,"Work",27,0
2015-11-07,"Work",31,0
2015-11-07,"Work",27,0
